timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
22.129104767,200,50.15338504250333,14,1,1.0,1.0
22.146444231,200,50.2571695375817,14,1,1.0,1.0
22.229104767,201,50.03536715892455,14,1,1.0,1.0
22.246444231,201,54.2696882692508,14,1,1.0,1.0
22.329104767,202,53.94567147109808,14,1,1.0,1.0
22.346444231,202,51.583322126659006,14,1,1.0,1.0
22.429104767,203,54.568781938265005,14,1,1.0,1.0
22.446444231,203,52.77663155269434,14,1,1.0,1.0
22.529104767,204,46.157516261639756,14,1,1.0,1.0
22.546444231,204,46.157516261639756,14,1,1.0,1.0
22.629104767,205,54.22341326109374,14,1,1.0,1.0
22.646444231,205,54.22341326109374,14,1,1.0,1.0
22.729104767,206,53.229720101973726,14,1,1.0,1.0
22.746444231,206,53.229720101973726,14,1,1.0,1.0
22.829104767,207,49.73192277522914,14,1,1.0,1.0
22.846444231,207,55.04149284613619,14,1,1.0,1.0
22.929104767,208,53.32661985689268,14,1,1.0,1.0
22.946444231,208,51.043605543719224,14,1,1.0,1.0
23.029104767,209,53.57634815382441,14,1,1.0,1.0
23.046444231,209,51.184503405338155,14,1,1.0,1.0
23.129104767,210,50.23958906410872,14,1,1.0,1.0
23.146444231,210,54.394310163744805,14,1,1.0,1.0
23.229104767,211,53.12104114980123,14,1,1.0,1.0
23.246444231,211,52.93028246745149,14,1,1.0,1.0
23.329104767,212,52.946239510812475,14,1,1.0,1.0
23.346444231,212,52.946239510812475,14,1,1.0,1.0
23.429104767,213,52.63833414679559,14,1,1.0,1.0
23.446444231,213,52.63833414679559,14,1,1.0,1.0
23.529104767,214,51.328397512832936,14,1,1.0,1.0
23.546444231,214,51.328397512832936,14,1,1.0,1.0
23.629104767,215,53.106664860507095,14,1,1.0,1.0
23.646444231,215,53.106664860507095,14,1,1.0,1.0
23.729104767,216,51.51395351004771,14,1,1.0,1.0
23.746444231,216,51.51395351004771,14,1,1.0,1.0
23.829104767,217,53.07361388845786,14,1,1.0,1.0
23.846444231,217,53.07361388845786,14,1,1.0,1.0
23.929104767,218,50.88416156631466,14,1,1.0,1.0
23.946444231,218,50.88416156631466,14,1,1.0,1.0
24.029104767,219,54.45016996376328,14,1,1.0,1.0
24.046444231,219,52.4433173918124,14,1,1.0,1.0
24.129104767,220,50.62731140914082,14,1,1.0,1.0
24.146444231,220,52.5805737911229,14,1,1.0,1.0
24.229104767,221,52.196982912439864,14,1,1.0,1.0
24.246444231,221,52.74682698583524,14,1,1.0,1.0
24.329104767,222,51.96019046271154,14,1,1.0,1.0
24.346444231,222,51.87271613437343,14,1,1.0,1.0
24.429104767,223,50.595329934366326,14,1,1.0,1.0
24.446444231,223,53.40412554452133,14,1,1.0,1.0
24.529104767,224,53.120326885585776,14,1,1.0,1.0
24.546444231,224,51.48789761588644,14,1,1.0,1.0
24.629104767,225,54.78663313954978,14,1,1.0,1.0
24.646444231,225,51.78913027130429,14,1,1.0,1.0
24.729104767,226,47.67202528333803,14,1,1.0,1.0
24.746444231,226,52.46431875697682,14,1,1.0,1.0
24.829104767,227,53.97897967328057,14,1,1.0,1.0
24.846444231,227,54.0366669262449,14,1,1.0,1.0
24.929104767,228,54.34507806538654,14,1,1.0,1.0
24.946444231,228,54.34507806538654,14,1,1.0,1.0
25.029104767,229,50.11156394208274,14,1,1.0,1.0
25.046444231,229,50.11156394208274,14,1,1.0,1.0
25.129104767,230,52.38574143975099,14,1,1.0,1.0
25.146444231,230,52.38574143975099,14,1,1.0,1.0
25.229104767,231,53.995952999273136,14,1,1.0,1.0
25.246444231,231,53.995952999273136,14,1,1.0,1.0
25.329104767,232,49.75051777726348,14,1,1.0,1.0
25.346444231,232,49.75051777726348,14,1,1.0,1.0
25.429104767,233,53.48526815475133,14,1,1.0,1.0
25.446444231,233,55.109325904316734,14,1,1.0,1.0
25.529104767,234,52.65937092301937,14,1,1.0,1.0
25.546444231,234,48.377524058478826,14,1,1.0,1.0
25.629104767,235,52.06734549239584,14,1,1.0,1.0
25.646444231,235,53.73388022604438,14,1,1.0,1.0
25.729104767,236,52.108259254816886,14,1,1.0,1.0
25.746444231,236,53.331054683477966,14,1,1.0,1.0
25.829104767,237,53.58060203596043,14,1,1.0,1.0
25.846444231,237,50.61707804662508,14,1,1.0,1.0
25.929104767,238,51.81195015754809,14,1,1.0,1.0
25.946444231,238,51.87265973370213,14,1,1.0,1.0
26.029104767,239,52.69722479440874,14,1,1.0,1.0
26.046444231,239,55.12968908364268,14,1,1.0,1.0
26.129104767,240,52.024884635465185,14,1,1.0,1.0
26.146444231,240,49.11378473309655,14,1,1.0,1.0
26.229104767,241,51.98477351566189,14,1,1.0,1.0
26.246444231,241,52.63145392442473,14,1,1.0,1.0
26.329104767,242,52.689937804597236,14,1,1.0,1.0
26.346444231,242,52.88281006273892,14,1,1.0,1.0
26.429104767,243,52.531538673481954,14,1,1.0,1.0
26.446444231,243,51.97281712292028,14,1,1.0,1.0
26.529104767,244,52.814783832086896,14,1,1.0,1.0
26.546444231,244,52.416261825552446,14,1,1.0,1.0
26.629104767,245,51.741422611112625,14,1,1.0,1.0
26.646444231,245,54.8836464510247,14,1,1.0,1.0
26.729104767,246,51.274666755568,14,1,1.0,1.0
26.746444231,246,50.91359069415952,14,1,1.0,1.0
